Record_ID,Company,Date,Month,Month_Name,Quarter,Year,Department,Region,Business_Unit,Project_Type,Client_Segment,Employees_Assigned,Hourly_Rate_EUR,Revenue,Visible_Cost,Gross_Margin,Delay_Hours,Rework_Hours,Meeting_Hours,Overtime_Hours,Idle_Hours,Incidents,SLA_Breaches,Manual_Tasks,Automation_Level,Customer_Satisfaction,Employee_Satisfaction,Productivity_Score,Delay_Cost,Rework_Cost,Meeting_Cost,Overtime_Cost,Idle_Cost,Incident_Cost,SLA_Breach_Cost,Manual_Process_Cost,Hidden_Cost,Profit_After_Hidden_Cost,Hidden_Cost_Rate,Risk_Level
OT-03898,OrionTech,2025-01-09,1,Jan,Q1,2025,Operations,North America,Telecom Platforms,Client Delivery,Public Sector,35,63.54,24370.88,16073.45,8297.43,4.2,8.7,7.2,3.2,1.7,4,2,36,53.4,80.9,75.3,58.2,360.27,663.36,2882.17,304.99,91.82,1970.65,1346.46,586.27,8205.99,91.44,0.3367,High
OT-03858,OrionTech,2025-01-09,1,Jan,Q1,2025,Customer Support,Europe,Cloud & Data,Internal Operations,Enterprise,28,41.08,33607.2,25332.16,8275.04,1.9,5.4,9.4,2.8,1.8,8,4,26,41.6,47.8,73.2,62.4,105.37,266.2,1946.21,172.54,62.85,2693.65,1829.86,343.07,7419.75,855.29,0.2208,High
OT-02975,OrionTech,2025-01-09,1,Jan,Q1,2025,Finance,LATAM,Banking Solutions,Commercial Growth,Mid-Market,46,31.55,15644.26,8835.76,6808.5,7.4,0.9,8.8,2.5,1.2,3,0,24,46.7,75.7,74.2,78.8,315.18,34.07,2298.86,118.31,32.18,2059.37,0.0,221.97,5079.94,1728.56,0.3247,High
OT-00415,OrionTech,2025-01-09,1,Jan,Q1,2025,Finance,APAC,Cloud & Data,Client Delivery,Mid-Market,7,34.16,18329.69,9000.14,9329.55,5.3,8.3,5.8,3.1,1.4,2,1,19,62.6,72.9,67.4,70.6,244.41,340.23,249.64,158.84,40.65,1216.16,295.77,133.51,2679.21,6650.34,0.1462,Medium
OT-00478,OrionTech,2025-01-09,1,Jan,Q1,2025,Legal & Compliance,North America,Digital Services,Support,Enterprise,50,68.62,13176.56,7536.36,5640.2,5.7,1.0,17.0,4.8,4.2,0,0,46,56.2,97.2,63.8,65.5,528.03,82.34,10498.86,494.06,244.97,0.0,0.0,760.41,12608.67,-6968.47,0.9569,High
OT-03505,OrionTech,2025-01-09,1,Jan,Q1,2025,Controlling,Spain,Banking Solutions,Support,SME,38,46.89,11757.95,7029.73,4728.22,9.3,2.6,8.5,6.2,1.3,1,1,19,80.8,94.4,85.2,87.3,588.7,146.3,2726.18,436.08,51.81,261.25,833.4,94.08,5137.8,-409.58,0.437,High
OT-02090,OrionTech,2025-01-10,1,Jan,Q1,2025,Marketing,Spain,Telecom Platforms,Support,Enterprise,69,40.71,22048.27,17116.75,4931.52,7.0,0.9,12.7,2.3,3.2,1,0,30,54.6,82.3,75.0,69.1,384.71,43.97,6421.35,140.45,110.73,324.36,0.0,304.96,7730.53,-2799.01,0.3506,High
OT-00233,OrionTech,2025-01-10,1,Jan,Q1,2025,IT,Europe,Banking Solutions,Internal Operations,Strategic Accounts,19,46.29,25974.06,21257.99,4716.07,1.7,5.7,5.6,3.4,2.9,7,4,52,80.3,78.4,67.9,76.2,106.24,316.62,886.55,236.08,114.1,4488.65,2119.72,260.81,8528.77,-3812.7,0.3284,High
OT-04563,OrionTech,2025-01-10,1,Jan,Q1,2025,IT,Europe,Corporate Services,Client Delivery,Mid-Market,34,47.02,22802.67,18874.64,3928.03,7.4,2.9,7.1,1.2,2.6,3,0,34,60.1,82.5,70.9,78.8,469.73,163.63,2043.11,84.64,103.91,1489.04,0.0,350.83,4704.89,-776.86,0.2063,High
OT-04527,OrionTech,2025-01-10,1,Jan,Q1,2025,Operations,Spain,Telecom Platforms,Client Delivery,Public Sector,36,34.68,30081.95,21090.34,8991.61,9.4,3.1,9.1,6.4,0.2,4,4,19,37.4,69.8,65.0,77.8,440.09,129.01,2045.01,332.93,5.9,1679.44,2125.98,226.87,6985.23,2006.38,0.2322,High
OT-04117,OrionTech,2025-01-10,1,Jan,Q1,2025,IT,Spain,Cloud & Data,Client Delivery,Mid-Market,43,53.23,22753.27,17070.32,5682.95,5.7,11.3,7.3,0.6,4.9,1,2,18,62.5,73.9,73.0,76.2,409.6,721.8,3007.6,47.91,221.7,509.11,811.77,197.62,5927.11,-244.16,0.2605,High
OT-01529,OrionTech,2025-01-10,1,Jan,Q1,2025,Operations,North America,Telecom Platforms,Commercial Growth,Strategic Accounts,7,67.74,18717.26,13779.5,4937.76,2.7,9.2,8.8,5.9,6.3,5,3,26,50.8,75.7,72.2,83.5,246.91,747.85,751.1,599.5,362.75,2370.01,3074.6,476.59,8629.31,-3691.55,0.461,High
OT-01594,OrionTech,2025-01-10,1,Jan,Q1,2025,HR,Europe,Cloud & Data,Client Delivery,SME,31,45.35,16440.58,9428.19,7012.39,3.3,1.5,6.6,2.8,1.1,2,2,41,40.8,54.7,85.2,82.7,202.03,81.63,1670.15,190.47,42.4,542.2,625.3,605.4,3959.58,3052.81,0.2408,High
OT-01167,OrionTech,2025-01-11,1,Jan,Q1,2025,Controlling,Europe,Corporate Services,Commercial Growth,Public Sector,29,36.15,13808.71,6503.59,7305.12,9.3,2.8,10.5,3.0,6.0,4,1,24,54.7,95.1,77.8,95.9,453.86,121.46,1981.38,162.67,184.36,1219.03,531.11,216.16,4870.03,2435.09,0.3527,High
OT-03805,OrionTech,2025-01-11,1,Jan,Q1,2025,Operations,Spain,Banking Solutions,Client Delivery,Enterprise,70,33.39,14616.15,11139.53,3476.62,12.4,5.5,5.8,4.7,1.3,2,2,25,70.9,76.2,59.0,71.2,558.95,220.37,2440.14,235.4,36.9,944.21,804.88,133.6,5374.45,-1897.83,0.3677,High
OT-02171,OrionTech,2025-01-11,1,Jan,Q1,2025,HR,APAC,Corporate Services,Transformation,Enterprise,27,46.54,9839.14,4962.67,4876.47,4.8,2.5,11.8,0.4,0.5,0,0,35,66.3,91.0,85.2,85.6,301.58,139.62,2668.98,27.92,19.78,0.0,0.0,301.92,3459.8,1416.67,0.3516,High
OT-03804,OrionTech,2025-01-11,1,Jan,Q1,2025,IT,North America,Digital Services,Transformation,Public Sector,17,55.51,45856.95,28461.47,17395.48,5.5,0.6,1.7,2.0,1.0,4,5,15,58.5,67.8,83.2,75.5,412.16,39.97,288.76,166.53,47.18,2179.98,3321.31,190.05,6645.94,10749.54,0.1449,Medium
OT-04062,OrionTech,2025-01-11,1,Jan,Q1,2025,Customer Support,LATAM,Digital Services,Transformation,Enterprise,12,51.69,17544.1,9741.7,7802.4,4.4,6.7,8.2,2.4,1.2,1,4,35,52.6,78.5,62.4,64.5,307.04,415.59,915.53,186.08,52.72,359.48,3199.56,471.65,5907.65,1894.75,0.3367,High
OT-00300,OrionTech,2025-01-11,1,Jan,Q1,2025,Customer Support,Europe,Cloud & Data,Support,Strategic Accounts,39,47.32,21268.87,11525.02,9743.85,5.8,5.4,11.4,9.2,0.1,1,4,61,40.9,59.6,59.8,78.2,370.52,306.63,3786.92,653.02,4.02,330.92,2610.85,938.26,9001.14,742.71,0.4232,High
OT-04076,OrionTech,2025-01-11,1,Jan,Q1,2025,Operations,APAC,Corporate Services,Transformation,Enterprise,55,41.94,14975.66,9322.92,5652.74,7.0,1.3,4.2,4.7,1.1,2,1,34,59.8,79.5,64.4,71.8,396.33,65.43,1743.87,295.68,39.21,838.63,671.0,315.28,4365.43,1287.31,0.2915,High
OT-00369,OrionTech,2025-01-11,1,Jan,Q1,2025,Finance,Europe,Corporate Services,Transformation,Strategic Accounts,5,51.09,32500.62,15921.53,16579.09,2.9,2.4,7.0,0.1,5.8,2,2,36,70.7,74.4,74.0,87.9,200.02,147.14,321.87,7.66,251.87,1505.41,1163.32,296.39,3893.68,12685.41,0.1198,Medium
OT-03788,OrionTech,2025-01-11,1,Jan,Q1,2025,Marketing,LATAM,Cybersecurity,Client Delivery,Enterprise,32,59.61,18342.86,13257.5,5085.36,3.9,2.5,3.7,5.0,8.2,2,2,17,43.9,83.5,64.2,78.6,313.85,178.83,1270.41,447.08,415.48,620.95,985.69,312.68,4544.97,540.39,0.2478,High
OT-00540,OrionTech,2025-01-11,1,Jan,Q1,2025,Marketing,Spain,Cloud & Data,Client Delivery,Mid-Market,48,46.71,24778.16,17467.43,7310.73,13.6,5.7,3.5,1.1,4.5,0,2,17,67.3,82.4,70.6,76.2,857.6,319.5,1412.51,77.07,178.67,0.0,1579.03,142.81,4567.19,2743.54,0.1843,High
OT-03309,OrionTech,2025-01-12,1,Jan,Q1,2025,IT,APAC,Banking Solutions,Client Delivery,Public Sector,12,53.79,31339.16,22923.35,8415.81,9.3,7.0,9.0,7.8,1.0,4,1,13,71.4,82.7,75.2,72.1,675.33,451.84,1045.68,629.34,45.72,2420.25,375.56,110.0,5753.72,2662.09,0.1836,High
OT-04700,OrionTech,2025-01-12,1,Jan,Q1,2025,Legal & Compliance,LATAM,Cybersecurity,Support,Strategic Accounts,37,46.88,18612.72,11138.53,7474.19,3.6,2.6,17.9,2.1,2.7,3,1,23,63.4,86.5,75.5,85.6,227.84,146.27,5588.75,147.67,107.59,3398.3,562.36,217.05,10395.83,-2921.64,0.5585,High
OT-03442,OrionTech,2025-01-12,1,Jan,Q1,2025,Customer Support,Europe,Cloud & Data,Client Delivery,Enterprise,39,52.52,28000.13,16825.01,11175.12,8.3,4.1,12.3,35.2,6.2,2,2,12,35.6,57.6,67.7,58.7,588.49,258.4,4534.89,2773.06,276.78,688.33,1765.74,223.23,11108.92,66.2,0.3967,High
OT-01783,OrionTech,2025-01-12,1,Jan,Q1,2025,Marketing,Spain,Banking Solutions,Client Delivery,Enterprise,52,46.27,15579.19,9679.61,5899.58,10.8,4.4,13.2,1.4,5.5,0,0,34,45.5,95.8,69.4,66.4,674.62,244.31,5716.75,97.17,216.31,0.0,0.0,471.56,7420.72,-1521.14,0.4763,High
OT-02261,OrionTech,2025-01-12,1,Jan,Q1,2025,Sales,Spain,Digital Services,Support,Enterprise,48,31.65,44868.41,28501.46,16366.95,1.5,2.0,20.0,9.1,3.5,1,2,25,68.5,77.4,59.1,64.9,64.09,75.96,5469.12,432.02,94.16,309.06,1922.38,137.08,8503.87,7863.08,0.1895,High
OT-00821,OrionTech,2025-01-12,1,Jan,Q1,2025,HR,Spain,Telecom Platforms,Client Delivery,Strategic Accounts,42,46.6,21579.89,11958.04,9621.85,1.8,3.4,9.4,4.4,3.4,3,0,12,59.5,87.5,72.0,70.9,113.24,190.13,3311.58,307.56,134.67,944.37,0.0,124.56,5126.11,4495.74,0.2375,High
OT-00272,OrionTech,2025-01-12,1,Jan,Q1,2025,IT,Spain,Cybersecurity,Internal Operations,Strategic Accounts,21,43.1,19103.47,16336.6,2766.87,5.2,4.9,10.2,2.5,3.1,5,3,41,60.5,72.5,59.0,81.4,302.56,253.43,1661.76,161.62,113.57,2244.56,1053.55,383.9,6174.95,-3408.08,0.3232,High
OT-03947,OrionTech,2025-01-12,1,Jan,Q1,2025,Sales,Europe,Cybersecurity,Commercial Growth,SME,26,56.12,26777.13,18845.2,7931.93,4.6,4.1,10.5,8.8,2.2,0,2,11,48.7,70.8,68.4,78.1,348.51,276.11,2757.74,740.78,104.94,0.0,902.25,174.18,5304.51,2627.42,0.1981,High
OT-02712,OrionTech,2025-01-12,1,Jan,Q1,2025,Operations,North America,Cloud & Data,Transformation,Mid-Market,28,59.56,28234.62,18692.81,9541.81,13.4,4.1,12.8,1.6,6.3,7,2,34,56.4,72.1,80.8,71.1,1077.44,293.04,3842.33,142.94,318.94,3425.74,1216.38,485.6,10802.41,-1260.6,0.3826,High
OT-01744,OrionTech,2025-01-12,1,Jan,Q1,2025,Customer Support,Europe,Telecom Platforms,Transformation,Strategic Accounts,11,41.27,16080.14,9161.48,6918.66,7.9,4.7,16.1,10.9,6.2,0,3,29,62.9,79.2,75.0,65.2,440.14,232.76,1315.61,674.76,217.49,0.0,1711.0,244.21,4835.97,2082.69,0.3007,High
OT-00170,OrionTech,2025-01-12,1,Jan,Q1,2025,Operations,Europe,Cybersecurity,Client Delivery,Enterprise,48,52.84,27588.69,17619.21,9969.48,6.0,0.9,9.1,6.0,2.0,1,3,14,71.7,75.9,73.1,95.3,428.0,57.07,4154.49,475.56,89.83,394.75,1535.89,115.14,7250.73,2718.75,0.2628,High
OT-02138,OrionTech,2025-01-12,1,Jan,Q1,2025,Operations,Europe,Cloud & Data,Support,SME,25,52.91,32395.23,25644.61,6750.62,2.6,3.6,3.2,0.9,6.0,2,0,23,34.1,87.5,67.3,74.2,185.71,228.57,761.9,71.43,269.84,857.76,0.0,441.08,2816.29,3934.33,0.0869,Low
OT-03119,OrionTech,2025-01-12,1,Jan,Q1,2025,IT,Spain,Corporate Services,Transformation,Public Sector,40,33.14,33076.98,19874.86,13202.12,4.6,3.2,7.1,0.8,5.6,5,2,31,41.5,86.1,59.3,53.1,205.8,127.26,1694.12,39.77,157.75,2308.88,1014.77,330.55,5878.9,7323.22,0.1777,High
OT-01399,OrionTech,2025-01-13,1,Jan,Q1,2025,Operations,LATAM,Cybersecurity,Internal Operations,Strategic Accounts,36,30.51,27217.26,17455.19,9762.07,4.7,1.8,11.1,8.1,6.9,3,1,7,38.8,74.8,72.5,87.2,193.59,65.9,2194.52,370.7,178.94,1171.13,768.92,71.89,5015.59,4746.48,0.1843,High
OT-00429,OrionTech,2025-01-13,1,Jan,Q1,2025,Customer Support,APAC,Banking Solutions,Internal Operations,Strategic Accounts,16,42.29,58745.91,35542.53,23203.38,5.4,2.2,6.2,0.3,6.2,2,1,42,47.5,68.6,75.6,75.2,308.29,111.65,755.13,19.03,222.87,730.02,360.13,512.87,3019.99,20183.39,0.0514,Medium
OT-00454,OrionTech,2025-01-13,1,Jan,Q1,2025,Controlling,Spain,Cloud & Data,Compliance,Mid-Market,32,57.21,48244.6,23688.55,24556.05,5.2,3.8,1.6,4.4,1.0,0,1,23,30.2,78.9,83.6,81.7,401.61,260.88,527.25,377.59,48.63,0.0,539.27,505.15,2660.38,21895.67,0.0551,Low
OT-04260,OrionTech,2025-01-13,1,Jan,Q1,2025,IT,Europe,Cloud & Data,Compliance,Mid-Market,5,50.51,20377.86,18747.63,1630.23,7.4,1.1,7.9,3.8,10.2,2,3,35,41.4,74.4,72.8,65.8,504.59,66.67,359.13,287.91,437.92,941.52,972.84,569.78,4140.36,-2510.13,0.2032,High
OT-02329,OrionTech,2025-01-13,1,Jan,Q1,2025,Legal & Compliance,Europe,Telecom Platforms,Compliance,Mid-Market,18,60.95,15682.5,8388.3,7294.2,0.9,3.3,12.2,1.9,1.3,3,3,50,40.8,75.1,82.4,70.7,74.05,241.36,2409.23,173.71,67.35,2854.1,2537.77,992.27,9349.84,-2055.64,0.5962,High
OT-01180,OrionTech,2025-01-13,1,Jan,Q1,2025,Sales,Spain,Digital Services,Transformation,Enterprise,21,39.56,53272.56,31325.69,21946.87,8.8,6.8,10.0,2.8,1.8,1,1,17,49.0,89.0,73.6,70.1,469.97,322.81,1495.37,166.15,60.53,366.87,676.04,188.64,3746.38,18200.49,0.0703,Low
OT-04645,OrionTech,2025-01-13,1,Jan,Q1,2025,Sales,Spain,Cloud & Data,Client Delivery,Mid-Market,44,50.87,38295.57,30560.52,7735.05,9.7,4.1,12.3,7.5,1.9,1,3,24,37.8,76.9,73.2,66.2,666.14,250.28,4955.55,572.29,82.16,356.34,1629.22,417.66,8929.64,-1194.59,0.2332,High
OT-03997,OrionTech,2025-01-13,1,Jan,Q1,2025,Operations,Spain,Corporate Services,Support,Enterprise,44,48.7,39817.89,21343.13,18474.76,21.2,2.0,9.4,4.3,13.7,4,2,19,73.0,64.0,82.0,56.9,1393.79,116.88,3625.62,314.12,567.11,2177.93,1770.36,137.41,10103.22,8371.54,0.2537,High
OT-02636,OrionTech,2025-01-13,1,Jan,Q1,2025,Customer Support,Spain,Digital Services,Internal Operations,Strategic Accounts,24,62.5,29935.6,22898.84,7036.76,6.2,2.0,8.3,8.1,5.6,4,5,38,47.5,73.7,66.8,68.4,523.12,150.0,2241.0,759.38,297.5,1886.79,1784.15,685.78,8327.72,-1290.96,0.2782,High
OT-02223,OrionTech,2025-01-13,1,Jan,Q1,2025,Sales,APAC,Telecom Platforms,Client Delivery,Mid-Market,25,49.39,30514.08,20730.67,9783.41,1.4,1.4,13.7,3.3,2.3,4,0,36,58.4,92.2,70.5,75.5,93.35,82.98,3044.89,244.48,96.56,1213.04,0.0,406.82,5182.12,4601.29,0.1698,Medium
OT-04913,OrionTech,2025-01-13,1,Jan,Q1,2025,IT,Spain,Digital Services,Compliance,Enterprise,21,30.91,28712.3,19668.1,9044.2,6.1,1.4,8.3,5.2,5.7,8,2,31,40.7,75.4,82.9,56.0,254.54,51.93,969.77,241.1,149.76,4036.74,1197.18,312.52,7213.54,1830.66,0.2512,High
OT-02410,OrionTech,2025-01-13,1,Jan,Q1,2025,Finance,Spain,Telecom Platforms,Internal Operations,Enterprise,35,39.39,31618.12,20340.51,11277.61,6.5,1.1,4.0,4.5,1.7,3,1,17,51.9,74.2,72.8,91.1,345.65,51.99,992.63,265.88,56.92,1724.25,499.16,177.15,4113.63,7163.98,0.1301,Medium
OT-04715,OrionTech,2025-01-14,1,Jan,Q1,2025,Marketing,Europe,Digital Services,Support,Mid-Market,39,58.68,30297.34,24794.98,5502.36,2.8,4.6,18.0,1.9,2.8,4,1,30,53.2,94.5,66.1,71.0,221.81,323.91,7414.8,167.24,139.66,1330.45,504.85,453.13,10555.85,-5053.49,0.3484,High
OT-02469,OrionTech,2025-01-14,1,Jan,Q1,2025,Operations,LATAM,Banking Solutions,Transformation,Strategic Accounts,54,34.49,22342.9,14569.98,7772.92,6.2,3.2,7.4,5.9,3.0,4,0,24,46.8,85.3,60.2,56.1,288.68,132.44,2480.8,305.24,87.95,1691.37,0.0,242.2,5228.68,2544.24,0.234,High
OT-03486,OrionTech,2025-01-14,1,Jan,Q1,2025,Sales,Spain,Cybersecurity,Transformation,Mid-Market,41,34.58,31241.19,23638.52,7602.67,5.4,0.4,10.9,7.0,3.3,0,0,32,50.4,78.0,72.7,59.9,252.09,16.6,2781.68,363.09,97.0,0.0,0.0,301.87,3812.33,3790.34,0.122,Medium
OT-00830,OrionTech,2025-01-15,1,Jan,Q1,2025,Operations,Europe,Cloud & Data,Internal Operations,Mid-Market,38,36.48,29626.84,18402.25,11224.59,30.2,4.8,4.5,6.2,0.5,1,2,37,60.9,67.3,66.9,68.4,1487.29,210.12,1122.85,339.26,15.5,496.15,885.68,290.27,4847.12,6377.47,0.1636,Medium
OT-00138,OrionTech,2025-01-15,1,Jan,Q1,2025,Operations,North America,Corporate Services,Internal Operations,Enterprise,33,46.13,63791.29,47018.44,16772.85,2.9,1.5,7.6,2.3,5.4,0,2,38,43.7,84.1,75.3,80.3,180.6,83.03,2082.49,159.15,211.74,0.0,1520.26,542.8,4780.07,11992.78,0.0749,Low
OT-01869,OrionTech,2025-01-15,1,Jan,Q1,2025,Operations,APAC,Cloud & Data,Internal Operations,Mid-Market,46,33.22,23799.77,13146.79,10652.98,2.1,1.3,8.9,1.0,0.7,2,4,27,50.0,63.8,81.4,73.8,94.18,51.82,2448.05,49.83,19.77,934.37,1494.02,246.66,5338.7,5314.28,0.2243,High
OT-01300,OrionTech,2025-01-15,1,Jan,Q1,2025,Legal & Compliance,North America,Telecom Platforms,Internal Operations,Mid-Market,52,50.58,9890.68,6848.49,3042.19,2.4,2.3,6.6,7.5,0.2,3,1,22,62.6,73.0,80.7,77.0,163.88,139.6,3124.63,569.02,8.6,3484.48,307.49,228.89,8026.59,-4984.4,0.8115,High
OT-03458,OrionTech,2025-01-15,1,Jan,Q1,2025,Legal & Compliance,Europe,Telecom Platforms,Transformation,Mid-Market,36,41.76,10193.38,5270.74,4922.64,6.9,8.8,7.5,0.9,0.6,4,0,21,59.8,67.3,65.4,69.8,388.99,440.99,2029.54,56.38,21.3,4274.03,0.0,193.9,7405.13,-2482.49,0.7265,High
OT-04535,OrionTech,2025-01-15,1,Jan,Q1,2025,Sales,Europe,Corporate Services,Transformation,Public Sector,5,48.27,56702.37,31695.28,25007.09,7.1,4.8,15.0,10.2,0.9,1,0,26,47.4,86.4,64.7,76.8,462.67,278.04,651.65,738.53,36.93,297.71,0.0,363.08,2828.61,22178.48,0.0499,Low
OT-01944,OrionTech,2025-01-15,1,Jan,Q1,2025,IT,Europe,Telecom Platforms,Support,Public Sector,71,48.37,29149.77,23646.83,5502.94,0.4,3.3,6.8,1.3,0.4,5,2,33,85.1,77.7,64.1,73.2,26.12,191.55,4203.55,94.32,16.45,3185.3,1676.21,130.81,9524.31,-4021.37,0.3267,High
OT-04531,OrionTech,2025-01-15,1,Jan,Q1,2025,Operations,Spain,Banking Solutions,Transformation,SME,22,34.38,19899.55,10098.77,9800.78,7.1,10.8,10.6,4.4,9.7,3,3,53,63.2,73.5,69.7,75.5,329.53,445.56,1443.13,226.91,283.46,1606.02,2447.06,368.8,7150.47,2650.31,0.3593,High
OT-01493,OrionTech,2025-01-15,1,Jan,Q1,2025,Operations,Europe,Banking Solutions,Client Delivery,Mid-Market,27,41.02,16097.54,13123.72,2973.82,16.5,4.7,5.7,1.9,1.3,0,5,37,52.1,71.9,71.8,80.6,913.72,231.35,1136.34,116.91,45.33,0.0,3374.89,399.85,6218.39,-3244.57,0.3863,High
OT-03537,OrionTech,2025-01-15,1,Jan,Q1,2025,Customer Support,Spain,Cybersecurity,Client Delivery,Strategic Accounts,49,32.41,15141.15,8249.37,6891.78,8.0,5.2,9.5,1.7,2.7,4,2,13,40.7,78.9,74.2,68.1,350.03,202.24,2715.63,82.65,74.38,1481.94,649.9,137.42,5694.19,1197.59,0.3761,High
OT-01590,OrionTech,2025-01-15,1,Jan,Q1,2025,Finance,Spain,Telecom Platforms,Client Delivery,SME,44,44.62,18913.45,13213.83,5699.62,7.5,4.6,9.9,10.6,0.7,1,0,2,62.5,100.0,75.5,100.0,451.78,246.3,3498.56,709.46,26.55,600.42,0.0,18.41,5551.48,148.14,0.2935,High
OT-03682,OrionTech,2025-01-16,1,Jan,Q1,2025,Controlling,Spain,Cloud & Data,Internal Operations,Mid-Market,43,24.0,32034.73,19298.64,12736.09,0.6,1.2,4.0,3.8,2.7,1,0,24,72.1,83.7,68.4,84.5,19.44,34.56,743.04,136.8,55.08,342.52,0.0,88.39,1419.83,11316.26,0.0443,Low
OT-04642,OrionTech,2025-01-16,1,Jan,Q1,2025,Marketing,LATAM,Banking Solutions,Transformation,Enterprise,31,29.25,20950.72,12336.39,8614.33,4.3,1.1,13.2,0.7,0.1,4,1,25,42.5,81.0,78.0,66.5,169.8,38.61,2154.44,30.71,2.49,1132.1,399.3,231.26,4158.71,4455.62,0.1985,High
OT-01536,OrionTech,2025-01-16,1,Jan,Q1,2025,Marketing,Spain,Corporate Services,Internal Operations,SME,5,35.04,29823.55,18126.13,11697.42,3.3,6.3,6.0,1.9,3.6,3,1,32,63.0,78.8,76.5,84.1,156.1,264.9,189.22,99.86,107.22,845.31,494.7,228.18,2385.49,9311.93,0.08,Low
OT-00787,OrionTech,2025-01-16,1,Jan,Q1,2025,Marketing,North America,Cloud & Data,Internal Operations,Mid-Market,54,61.01,28299.8,17317.57,10982.23,2.4,8.2,4.8,1.4,4.6,5,2,14,49.6,76.9,80.3,72.7,197.67,600.34,2846.48,128.12,238.55,1581.49,1400.32,236.77,7229.74,3752.49,0.2555,High
OT-02559,OrionTech,2025-01-16,1,Jan,Q1,2025,Customer Support,Spain,Cloud & Data,Internal Operations,Mid-Market,41,49.08,24621.08,14205.96,10415.12,7.6,0.3,8.2,9.1,1.2,1,2,23,79.6,73.4,68.7,57.1,503.56,17.67,2970.13,669.94,50.06,418.67,1119.35,126.66,5876.04,4539.08,0.2387,High
OT-02951,OrionTech,2025-01-16,1,Jan,Q1,2025,Operations,Spain,Cloud & Data,Compliance,Enterprise,29,38.21,22459.67,16456.35,6003.32,2.6,3.6,7.3,2.3,4.1,3,3,16,35.4,68.4,62.5,60.8,134.12,165.07,1456.03,131.82,133.16,1446.13,2411.49,217.22,6095.04,-91.72,0.2714,High
OT-04036,OrionTech,2025-01-16,1,Jan,Q1,2025,Controlling,Europe,Banking Solutions,Client Delivery,Enterprise,18,67.63,23424.4,12544.91,10879.49,6.1,2.7,10.6,6.7,6.3,0,1,35,60.4,97.0,69.8,96.8,556.93,219.12,2322.68,679.68,362.16,0.0,863.52,515.54,5519.63,5359.86,0.2356,High
OT-02263,OrionTech,2025-01-16,1,Jan,Q1,2025,IT,LATAM,Telecom Platforms,Commercial Growth,Enterprise,30,42.1,26243.52,18190.53,8052.99,13.0,6.5,4.3,10.1,1.4,2,3,25,42.0,74.7,53.0,65.3,738.86,328.38,977.56,637.81,50.1,994.33,1109.15,335.75,5171.94,2881.05,0.1971,High
OT-02499,OrionTech,2025-01-16,1,Jan,Q1,2025,Operations,Spain,Banking Solutions,Internal Operations,Mid-Market,35,41.22,28924.58,22502.29,6422.29,9.1,3.4,6.8,4.0,4.7,2,2,16,36.1,75.9,64.5,65.0,506.39,168.18,1765.86,247.32,164.67,1018.16,1337.02,231.79,5439.39,982.9,0.1881,High
OT-04244,OrionTech,2025-01-16,1,Jan,Q1,2025,IT,North America,Digital Services,Internal Operations,Mid-Market,5,32.63,35653.72,31771.85,3881.87,5.3,1.0,12.0,5.7,0.6,7,6,42,50.7,74.0,56.4,72.4,233.47,39.16,352.4,278.99,16.64,4099.56,2991.68,371.6,8383.5,-4501.63,0.2351,High
OT-00385,OrionTech,2025-01-16,1,Jan,Q1,2025,Operations,APAC,Cybersecurity,Client Delivery,Public Sector,34,34.82,17656.78,9783.22,7873.56,8.2,7.9,6.6,4.3,4.9,3,0,18,52.6,83.2,68.0,56.4,385.46,330.09,1406.45,224.59,145.03,1345.41,0.0,163.4,4000.43,3873.13,0.2266,High
OT-04160,OrionTech,2025-01-16,1,Jan,Q1,2025,Marketing,Europe,Corporate Services,Commercial Growth,Public Sector,54,46.26,20691.79,14142.1,6549.69,4.3,7.7,11.8,7.5,5.0,3,0,28,61.4,88.6,70.0,80.1,268.54,427.44,5305.84,520.42,196.6,1030.6,0.0,274.99,8024.43,-1474.74,0.3878,High
OT-00147,OrionTech,2025-01-17,1,Jan,Q1,2025,IT,LATAM,Banking Solutions,Client Delivery,SME,25,31.89,22605.5,15117.54,7487.96,3.0,1.3,11.7,6.0,0.2,6,0,40,54.7,90.1,69.2,86.2,129.15,49.75,1679.01,287.01,5.42,3859.5,0.0,317.82,6327.66,1160.3,0.2799,High
OT-04304,OrionTech,2025-01-17,1,Jan,Q1,2025,IT,Europe,Corporate Services,Client Delivery,SME,72,64.91,15671.53,9437.29,6234.24,6.2,4.0,7.2,8.6,0.4,2,0,37,78.8,86.0,78.2,62.0,543.3,311.57,6056.88,837.34,22.07,1127.77,0.0,280.03,9178.96,-2944.72,0.5857,High
OT-02322,OrionTech,2025-01-17,1,Jan,Q1,2025,Finance,Spain,Corporate Services,Client Delivery,Mid-Market,16,50.29,28647.86,13770.59,14877.27,2.1,3.9,6.8,5.2,4.3,3,0,22,55.6,91.6,73.6,77.5,142.57,235.36,984.88,392.26,183.81,1662.2,0.0,270.18,3871.26,11006.01,0.1351,Medium
OT-04275,OrionTech,2025-01-17,1,Jan,Q1,2025,Sales,Europe,Cloud & Data,Transformation,Mid-Market,47,52.02,28239.28,23369.48,4869.8,0.8,0.9,18.7,19.0,7.4,1,3,14,57.9,78.3,53.4,75.6,56.18,56.18,8229.67,1482.57,327.21,359.25,2192.36,168.63,12872.05,-8002.25,0.4558,High
